Topics,count,clean_tag_list,standard_tag_list,platform,tags
"['array', 'dynamic-programming', 'queue', 'heap-priority-queue', 'monotonic-queue']",3,"['array', 'dynamic-programming', 'queue', 'heap-priority-queue', 'monotonic-queue']","['array', 'dynamic-programming', 'queue', 'heap-priority-queue', 'monotonic-queue']",leetcode,
"['hash-table', 'string', 'dynamic-programming']",3,"['hash-table', 'string', 'dynamic-programming']","['hash-table', 'string', 'dynamic-programming']",leetcode,
"['array', 'hash-table', 'divide-and-conquer', 'tree', 'binary-tree']",3,"['array', 'hash-table', 'divide-and-conquer', 'tree', 'binary-tree']","['array', 'hash-table', 'divide-and-conquer', 'tree', 'binary-tree']",leetcode,
"['string', 'stack', 'recursion']",3,"['string', 'stack', 'recursion']","['string', 'stack', 'recursion']",leetcode,
"['array', 'stack', 'greedy', 'monotonic-stack']",3,"['array', 'stack', 'greedy', 'monotonic-stack']","['array', 'stack', 'greedy', 'monotonic-stack']",leetcode,
"['array', 'binary-search', 'depth-first-search', 'breadth-first-search', 'union-find', 'heap-priority-queue', 'matrix']",3,"['array', 'binary-search', 'depth-first-search', 'breadth-first-search', 'union-find', 'heap-priority-queue', 'matrix']","['array', 'binary-search', 'depth-first-search', 'breadth-first-search', 'union-find', 'heap-priority-queue', 'matrix']",leetcode,
"['hash-table', 'tree', 'depth-first-search', 'binary-tree']",3,"['hash-table', 'tree', 'depth-first-search', 'binary-tree']","['hash-table', 'tree', 'depth-first-search', 'binary-tree']",leetcode,
"['array', 'string', 'greedy']",3,"['array', 'string', 'greedy']","['array', 'string', 'greedy']",leetcode,
"['hash-table', 'linked-list', 'two-pointers']",3,"['hash-table', 'linked-list', 'two-pointers']","['hash-table', 'linked-list', 'two-pointers']",leetcode,
"['hash-table', 'math', 'string', 'combinatorics', 'counting']",3,"['hash-table', 'math', 'string', 'combinatorics', 'counting']","['hash-table', 'math', 'string', 'combinatorics', 'counting']",leetcode,
"['math', 'dynamic-programming', 'memoization']",3,"['math', 'dynamic-programming', 'memoization']","['math', 'dynamic-programming', 'memoization']",leetcode,
"['dynamic-programming', 'tree', 'depth-first-search']",3,"['dynamic-programming', 'tree', 'depth-first-search']","['dynamic-programming', 'tree', 'depth-first-search']",leetcode,
"['array', 'binary-search', 'prefix-sum']",3,"['array', 'binary-search', 'prefix-sum']","['array', 'binary-search', 'prefix-sum']",leetcode,
"['string', 'backtracking', 'bit-manipulation']",3,"['string', 'backtracking', 'bit-manipulation']","['string', 'backtracking', 'bit-manipulation']",leetcode,
"['math', 'brainteaser']",3,"['math', 'brainteaser']","['math', 'brainteaser']",leetcode,
"['array', 'dynamic-programming', 'binary-indexed-tree', 'segment-tree']",3,"['array', 'dynamic-programming', 'binary-indexed-tree', 'segment-tree']","['array', 'dynamic-programming', 'binary-indexed-tree', 'segment-tree']",leetcode,
"['array', 'binary-indexed-tree', 'segment-tree']",3,"['array', 'binary-indexed-tree', 'segment-tree']","['array', 'binary-indexed-tree', 'segment-tree']",leetcode,
"['string', 'prefix-sum']",3,"['string', 'prefix-sum']","['string', 'prefix-sum']",leetcode,
"['string', 'sorting']",3,"['string', 'sorting']","['string', 'sorting']",leetcode,
"['array', 'binary-search', 'sliding-window', 'sorting', 'prefix-sum']",3,"['array', 'binary-search', 'sliding-window', 'sorting', 'prefix-sum']","['array', 'binary-search', 'sliding-window', 'sorting', 'prefix-sum']",leetcode,
"['array', 'hash-table', 'depth-first-search', 'breadth-first-search', 'union-find', 'graph']",3,"['array', 'hash-table', 'depth-first-search', 'breadth-first-search', 'union-find', 'graph']","['array', 'hash-table', 'depth-first-search', 'breadth-first-search', 'union-find', 'graph']",leetcode,
"['math', 'combinatorics']",3,"['math', 'combinatorics']","['math', 'combinatorics']",leetcode,
"['array', 'binary-search', 'greedy', 'sliding-window', 'sorting', 'prefix-sum']",3,"['array', 'binary-search', 'greedy', 'sliding-window', 'sorting', 'prefix-sum']","['array', 'binary-search', 'greedy', 'sliding-window', 'sorting', 'prefix-sum']",leetcode,
"['array', 'binary-search', 'dynamic-programming']",3,"['array', 'binary-search', 'dynamic-programming']","['array', 'binary-search', 'dynamic-programming']",leetcode,
"['array', 'sliding-window', 'prefix-sum']",3,"['array', 'sliding-window', 'prefix-sum']","['array', 'sliding-window', 'prefix-sum']",leetcode,
"['string', 'tree', 'depth-first-search', 'binary-tree']",3,"['string', 'tree', 'depth-first-search', 'binary-tree']","['string', 'tree', 'depth-first-search', 'binary-tree']",leetcode,
"['tree', 'depth-first-search', 'breadth-first-search', 'graph']",3,"['tree', 'depth-first-search', 'breadth-first-search', 'graph']","['tree', 'depth-first-search', 'breadth-first-search', 'graph']",leetcode,
"['math', 'string', 'dynamic-programming', 'combinatorics']",3,"['math', 'string', 'dynamic-programming', 'combinatorics']","['math', 'string', 'dynamic-programming', 'combinatorics']",leetcode,
"['hash-table', 'math']",3,"['hash-table', 'math']","['hash-table', 'math']",leetcode,
"['array', 'greedy', 'sorting', 'prefix-sum']",3,"['array', 'greedy', 'sorting', 'prefix-sum']","['array', 'greedy', 'sorting', 'prefix-sum']",leetcode,
"['array', 'hash-table', 'binary-search', 'sliding-window']",3,"['array', 'hash-table', 'binary-search', 'sliding-window']","['array', 'hash-table', 'binary-search', 'sliding-window']",leetcode,
"['array', 'math', 'prefix-sum']",3,"['array', 'math', 'prefix-sum']","['array', 'math', 'prefix-sum']",leetcode,
"['string', 'counting']",3,"['string', 'counting']","['string', 'counting']",leetcode,
"['array', 'hash-table', 'math', 'combinatorics']",3,"['array', 'hash-table', 'math', 'combinatorics']","['array', 'hash-table', 'math', 'combinatorics']",leetcode,
"['array', 'hash-table', 'sorting', 'heap-priority-queue', 'simulation']",3,"['array', 'hash-table', 'sorting', 'heap-priority-queue', 'simulation']","['array', 'hash-table', 'sorting', 'heap-priority-queue', 'simulation']",leetcode,
"['array', 'bit-manipulation', 'sliding-window']",3,"['array', 'bit-manipulation', 'sliding-window']","['array', 'bit-manipulation', 'sliding-window']",leetcode,
"['array', 'binary-search', 'sorting', 'prefix-sum']",3,"['array', 'binary-search', 'sorting', 'prefix-sum']","['array', 'binary-search', 'sorting', 'prefix-sum']",leetcode,
"['array', 'hash-table', 'string', 'design']",3,"['array', 'hash-table', 'string', 'design']","['array', 'hash-table', 'string', 'design']",leetcode,
"['depth-first-search', 'graph', 'eulerian-circuit']",3,"['depth-first-search', 'graph', 'eulerian-circuit']","['depth-first-search', 'graph', 'eulerian-circuit']",leetcode,
"['string', 'bit-manipulation']",2,"['string', 'bit-manipulation']","['string', 'bit-manipulation']",leetcode,
"['array', 'depth-first-search', 'breadth-first-search', 'matrix', 'simulation']",2,"['array', 'depth-first-search', 'breadth-first-search', 'matrix', 'simulation']","['array', 'depth-first-search', 'breadth-first-search', 'matrix', 'simulation']",leetcode,
"['array', 'hash-table', 'sorting', 'counting-sort']",2,"['array', 'hash-table', 'sorting', 'counting-sort']","['array', 'hash-table', 'sorting', 'counting-sort']",leetcode,
"['array', 'hash-table', 'string', 'design', 'trie']",2,"['array', 'hash-table', 'string', 'design', 'trie']","['array', 'hash-table', 'string', 'design', 'trie']",leetcode,
"['union-find', 'graph']",2,"['union-find', 'graph']","['union-find', 'graph']",leetcode,
"['depth-first-search', 'breadth-first-search', 'graph', 'heap-priority-queue', 'shortest-path']",2,"['depth-first-search', 'breadth-first-search', 'graph', 'heap-priority-queue', 'shortest-path']","['depth-first-search', 'breadth-first-search', 'graph', 'heap-priority-queue', 'shortest-path']",leetcode,
"['string', 'binary-search', 'sliding-window', 'prefix-sum']",2,"['string', 'binary-search', 'sliding-window', 'prefix-sum']","['string', 'binary-search', 'sliding-window', 'prefix-sum']",leetcode,
"['union-find', 'graph', 'heap-priority-queue', 'minimum-spanning-tree']",2,"['union-find', 'graph', 'heap-priority-queue', 'minimum-spanning-tree']","['union-find', 'graph', 'heap-priority-queue', 'minimum-spanning-tree']",leetcode,
"['breadth-first-search', 'graph']",2,"['breadth-first-search', 'graph']","['breadth-first-search', 'graph']",leetcode,
"['array', 'math', 'dynamic-programming', 'combinatorics', 'prefix-sum']",2,"['array', 'math', 'dynamic-programming', 'combinatorics', 'prefix-sum']","['array', 'math', 'dynamic-programming', 'combinatorics', 'prefix-sum']",leetcode,
"['array', 'math', 'dynamic-programming', 'sorting', 'combinatorics']",2,"['array', 'math', 'dynamic-programming', 'sorting', 'combinatorics']","['array', 'math', 'dynamic-programming', 'sorting', 'combinatorics']",leetcode,
"['hash-table', 'depth-first-search', 'breadth-first-search', 'union-find', 'hash-function']",2,"['hash-table', 'depth-first-search', 'breadth-first-search', 'union-find', 'hash-function']","['hash-table', 'depth-first-search', 'breadth-first-search', 'union-find', 'hash-function']",leetcode,
"['array', 'hash-table', 'string', 'depth-first-search', 'breadth-first-search', 'union-find']",2,"['array', 'hash-table', 'string', 'depth-first-search', 'breadth-first-search', 'union-find']","['array', 'hash-table', 'string', 'depth-first-search', 'breadth-first-search', 'union-find']",leetcode,
"['design', 'segment-tree', 'ordered-set']",2,"['design', 'segment-tree', 'ordered-set']","['design', 'segment-tree', 'ordered-set']",leetcode,
"['array', 'hash-table', 'bit-manipulation', 'breadth-first-search', 'matrix']",2,"['array', 'hash-table', 'bit-manipulation', 'breadth-first-search', 'matrix']","['array', 'hash-table', 'bit-manipulation', 'breadth-first-search', 'matrix']",leetcode,
"['array', 'segment-tree', 'ordered-set']",2,"['array', 'segment-tree', 'ordered-set']","['array', 'segment-tree', 'ordered-set']",leetcode,
"['array', 'binary-search', 'binary-indexed-tree', 'segment-tree']",2,"['array', 'binary-search', 'binary-indexed-tree', 'segment-tree']","['array', 'binary-search', 'binary-indexed-tree', 'segment-tree']",leetcode,
"['array', 'hash-table', 'string', 'simulation']",2,"['array', 'hash-table', 'string', 'simulation']","['array', 'hash-table', 'string', 'simulation']",leetcode,
"['array', 'hash-table', 'string', 'binary-search', 'sorting']",2,"['array', 'hash-table', 'string', 'binary-search', 'sorting']","['array', 'hash-table', 'string', 'binary-search', 'sorting']",leetcode,
"['array', 'math', 'greedy', 'sorting', 'game-theory']",2,"['array', 'math', 'greedy', 'sorting', 'game-theory']","['array', 'math', 'greedy', 'sorting', 'game-theory']",leetcode,
"['array', 'hash-table', 'linked-list', 'design', 'hash-function']",2,"['array', 'hash-table', 'linked-list', 'design', 'hash-function']","['array', 'hash-table', 'linked-list', 'design', 'hash-function']",leetcode,
"['linked-list', 'design']",2,"['linked-list', 'design']","['linked-list', 'design']",leetcode,
"['array', 'math', 'greedy', 'heap-priority-queue']",2,"['array', 'math', 'greedy', 'heap-priority-queue']","['array', 'math', 'greedy', 'heap-priority-queue']",leetcode,
"['string', 'dynamic-programming', 'stack', 'greedy']",2,"['string', 'dynamic-programming', 'stack', 'greedy']","['string', 'dynamic-programming', 'stack', 'greedy']",leetcode,
"['array', 'tree', 'depth-first-search', 'breadth-first-search']",2,"['array', 'tree', 'depth-first-search', 'breadth-first-search']","['array', 'tree', 'depth-first-search', 'breadth-first-search']",leetcode,
"['array', 'two-pointers', 'binary-search', 'stack', 'monotonic-stack']",2,"['array', 'two-pointers', 'binary-search', 'stack', 'monotonic-stack']","['array', 'two-pointers', 'binary-search', 'stack', 'monotonic-stack']",leetcode,
"['array', 'hash-table', 'string', 'depth-first-search', 'breadth-first-search', 'union-find', 'sorting']",2,"['array', 'hash-table', 'string', 'depth-first-search', 'breadth-first-search', 'union-find', 'sorting']","['array', 'hash-table', 'string', 'depth-first-search', 'breadth-first-search', 'union-find', 'sorting']",leetcode,
"['array', 'greedy', 'enumeration']",2,"['array', 'greedy', 'enumeration']","['array', 'greedy', 'enumeration']",leetcode,
"['array', 'hash-table', 'greedy', 'prefix-sum']",2,"['array', 'hash-table', 'greedy', 'prefix-sum']","['array', 'hash-table', 'greedy', 'prefix-sum']",leetcode,
"['string', 'dynamic-programming', 'sliding-window']",2,"['string', 'dynamic-programming', 'sliding-window']","['string', 'dynamic-programming', 'sliding-window']",leetcode,
"['array', 'binary-search', 'greedy', 'sorting', 'prefix-sum']",2,"['array', 'binary-search', 'greedy', 'sorting', 'prefix-sum']","['array', 'binary-search', 'greedy', 'sorting', 'prefix-sum']",leetcode,
"['array', 'hash-table', 'tree', 'depth-first-search', 'binary-tree']",2,"['array', 'hash-table', 'tree', 'depth-first-search', 'binary-tree']","['array', 'hash-table', 'tree', 'depth-first-search', 'binary-tree']",leetcode,
"['array', 'math', 'dynamic-programming', 'prefix-sum', 'game-theory']",2,"['array', 'math', 'dynamic-programming', 'prefix-sum', 'game-theory']","['array', 'math', 'dynamic-programming', 'prefix-sum', 'game-theory']",leetcode,
"['array', 'string', 'dynamic-programming', 'greedy']",2,"['array', 'string', 'dynamic-programming', 'greedy']","['array', 'string', 'dynamic-programming', 'greedy']",leetcode,
"['array', 'hash-table', 'matrix', 'simulation']",2,"['array', 'hash-table', 'matrix', 'simulation']","['array', 'hash-table', 'matrix', 'simulation']",leetcode,
"['array', 'hash-table', 'bit-manipulation', 'trie', 'sliding-window']",2,"['array', 'hash-table', 'bit-manipulation', 'trie', 'sliding-window']","['array', 'hash-table', 'bit-manipulation', 'trie', 'sliding-window']",leetcode,
"['array', 'union-find', 'sorting']",2,"['array', 'union-find', 'sorting']","['array', 'union-find', 'sorting']",leetcode,
"['array', 'bit-manipulation', 'breadth-first-search', 'matrix']",2,"['array', 'bit-manipulation', 'breadth-first-search', 'matrix']","['array', 'bit-manipulation', 'breadth-first-search', 'matrix']",leetcode,
"['array', 'dynamic-programming', 'greedy', 'heap-priority-queue']",2,"['array', 'dynamic-programming', 'greedy', 'heap-priority-queue']","['array', 'dynamic-programming', 'greedy', 'heap-priority-queue']",leetcode,
"['array', 'linked-list', 'stack', 'monotonic-stack']",2,"['array', 'linked-list', 'stack', 'monotonic-stack']","['array', 'linked-list', 'stack', 'monotonic-stack']",leetcode,
"['array', 'math', 'geometry', 'matrix']",2,"['array', 'math', 'geometry', 'matrix']","['array', 'math', 'geometry', 'matrix']",leetcode,
"['two-pointers', 'string', 'binary-search', 'rolling-hash', 'string-matching', 'hash-function']",2,"['two-pointers', 'string', 'binary-search', 'rolling-hash', 'string-matching', 'hash-function']","['two-pointers', 'string', 'binary-search', 'rolling-hash', 'string-matching', 'hash-function']",leetcode,
"['hash-table', 'stack', 'design', 'ordered-set']",2,"['hash-table', 'stack', 'design', 'ordered-set']","['hash-table', 'stack', 'design', 'ordered-set']",leetcode,
"['string', 'greedy', 'counting']",2,"['string', 'greedy', 'counting']","['string', 'greedy', 'counting']",leetcode,
"['hash-table', 'string', 'prefix-sum']",2,"['hash-table', 'string', 'prefix-sum']","['hash-table', 'string', 'prefix-sum']",leetcode,
"['hash-table', 'string', 'binary-search', 'sliding-window', 'counting']",2,"['hash-table', 'string', 'binary-search', 'sliding-window', 'counting']","['hash-table', 'string', 'binary-search', 'sliding-window', 'counting']",leetcode,
"['array', 'string', 'depth-first-search', 'trie']",2,"['array', 'string', 'depth-first-search', 'trie']","['array', 'string', 'depth-first-search', 'trie']",leetcode,
"['hash-table', 'tree', 'depth-first-search', 'breadth-first-search']",2,"['hash-table', 'tree', 'depth-first-search', 'breadth-first-search']","['hash-table', 'tree', 'depth-first-search', 'breadth-first-search']",leetcode,
"['tree', 'binary-tree']",2,"['tree', 'binary-tree']","['tree', 'binary-tree']",leetcode,
"['array', 'dynamic-programming', 'stack', 'monotonic-stack']",2,"['array', 'dynamic-programming', 'stack', 'monotonic-stack']","['array', 'dynamic-programming', 'stack', 'monotonic-stack']",leetcode,
"['array', 'sorting', 'enumeration']",2,"['array', 'sorting', 'enumeration']","['array', 'sorting', 'enumeration']",leetcode,
"['array', 'bit-manipulation', 'queue', 'sliding-window', 'prefix-sum']",2,"['array', 'bit-manipulation', 'queue', 'sliding-window', 'prefix-sum']","['array', 'bit-manipulation', 'queue', 'sliding-window', 'prefix-sum']",leetcode,
"['array', 'hash-table', 'binary-search', 'design']",2,"['array', 'hash-table', 'binary-search', 'design']","['array', 'hash-table', 'binary-search', 'design']",leetcode,
